TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,68052,68052,1,Stagno di S’Ena Arrubia,Stagno di S’Ena Arrubia,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii),1,0,1.733044,2.23,3.2523963198,Not Reported,0,Designated,1976,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,IT-88,ITA,ITA
Polygon,68053,68053,1,Stagno di Molentargius,Stagno di Molentargius,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv),0,14.01,0,14.01,12.5410447317,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-88,ITA,ITA
Polygon,68054,68054,1,Stagno di Cagliari,Stagno di Cagliari,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v),1,0,10.670416,34.66,16.6614845177,Not Reported,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-88,ITA,ITA
Polygon,68055,68055,1,Le Cesine,Le Cesine,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii),0,0,0,6.2,5.15256356731,Not Applicable,0,Designated,1977,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-75,ITA,ITA
Polygon,68058,68058,1,"Stagno di Corru S’Ittiri, Stagni di San Giovanni e Marceddì","Stagno di Corru S’Ittiri, Stagni di San Giovanni e Marceddì","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii),1,0,19.474838,26.1,25.6626091928,Not Reported,0,Designated,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,IT-88,ITA,ITA
Polygon,68059,68059,1,Stagno di Pauli Maiori,Stagno di Pauli Maiori,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii),0,2.87,0,2.87,5.19584842477,Not Applicable,0,Designated,1979,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-88,ITA,ITA
Polygon,68060,68060,1,Valle Campotto e Bassarone,Valle Campotto e Bassarone,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii),0,0,0,13.63,6.73690414173,Not Applicable,0,Designated,1979,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-45,ITA,ITA
Polygon,68061,68061,1,Laguna di Marano: Foci dello Stella,Laguna di Marano: Foci dello Stella,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (v) (viii),1,0,28.572013,14,30.724365632,Not Reported,0,Designated,1979,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,Not Reported,ITA,ITA
Polygon,68062,68062,1,Saline di Margherita di Savoia,Saline di Margherita di Savoia,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(v) (vi),0,0,0,38.71,43.3591359328,Not Applicable,0,Designated,1979,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-75,ITA,ITA
Polygon,68064,68064,1,Torre Guaceto,Torre Guaceto,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (iv),1,0,5.357932,9.4,10.0618441857,Not Reported,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,Not Reported,ITA,ITA
Polygon,68065,68065,1,Valle di Gorino,Valle di Gorino,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii) (viii),1,0,8.399327,13.3,15.6817742159,Not Reported,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,Not Reported,ITA,ITA
Polygon,68066,68066,1,Valle Bertuzzi,Valle Bertuzzi,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii) (viii),1,0,0.816302,31,32.5793550922,Not Reported,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-45,ITA,ITA
Polygon,68067,68067,1,Valli residue del comprensorio di Comacchio,Valli residue del comprensorio di Comacchio,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii) (viii),0,0,0,135,119.592875347,Not Applicable,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-45,ITA,ITA
Polygon,68068,68068,1,Piallassa della Baiona e Risega,Piallassa della Baiona e Risega,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (viii),0,0,0,16.3,13.1876414743,Not Applicable,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-45,ITA,ITA
Polygon,68070,68070,1,Saline di Cervia,Saline di Cervia,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (viii),0,0,0,7.85,8.48499381479,Not Applicable,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-45,ITA,ITA
Polygon,68071,68071,1,Stagno di Sale Porcus,Stagno di Sale Porcus,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii),1,0,1.436646,3.3,4.79535392289,Not Reported,0,Designated,1982,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-88,ITA,ITA
Polygon,68072,68072,1,Stagno di Mistras,Stagno di Mistras,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii),1,0,2.151805,6.8,5.86108661383,Not Reported,0,Designated,1982,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,Not Reported,ITA,ITA
Polygon,68073,68073,1,Valli del Mincio,Valli del Mincio,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (vii),0,0,0,10.82,11.6801070572,Not Applicable,0,Designated,1984,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-25,ITA,ITA
Polygon,68074,68074,1,Torbiere d’Iseo,Torbiere d’Iseo,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (iv),0,0,0,3.25,7.29438732889,Not Applicable,0,Designated,1984,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,IT-25,ITA,ITA
Polygon,68079,68079,1,Vendicari,Vendicari,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (iv) (v),0,0,0.001422,14.5,17.0632304036,Not Applicable,0,Designated,1989,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-82,ITA,ITA
Polygon,68080,68080,1,Isola Boscone,Isola Boscone,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii),0,0,0,2.01,4.64804598543,Not Applicable,0,Designated,1989,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-25,ITA,ITA
Polygon,68081,68081,1,Bacino dell’Angitola,Bacino dell’Angitola,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(iii) (iv),0,0,0,8.75,7.24992801142,Not Applicable,0,Designated,1989,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,IT-78,ITA,ITA
Polygon,68082,68082,1,Palude della Diaccia Botrona,Palude della Diaccia Botrona,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (vii),0,0,0,25,15.0924364547,Not Applicable,0,Designated,1991,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-52,ITA,ITA
Polygon,145574,145574,1,Cilento and Val de Diano,Cilento and Val de Diano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0.199177,1810,2230.1888086,Not Applicable,0,Designated,1997,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,113,IT-72,ITA,ITA
Polygon,555547510,555547510,1,Capo Caccia - Isola Piana,Capo Caccia Isola Piana,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,26.31,26.4096278363,26.31,26.4096278917,Part,0.38,Adopted,2009,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITG2,ITA,ITA
Polygon,555547505,555547505,1,Capo Carbonara,Capo Carbonara,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,85.98,86.4713018161,85.98,86.4713014666,Part,3.32,Adopted,2012,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITG2,ITA,ITA
Polygon,365002,365002,1,Miramare,Miramare,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,0.3,0.287473873368,0.3,0.287473873275,Not Reported,0,Adopted,2008,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITD4,ITA,ITA
Polygon,555547504,555547504,1,Penisola Del Sinis - Isola Mal Di Ventre,Penisola Del Sinis - Isola Mal Di Ventre,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,267.03,267.460888095,267.03,267.460888566,Not Reported,0,Adopted,1997,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITG2,ITA,ITA
Polygon,555556047,555556047,1,Mount Etna,Mont Etna,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),0,0,0,192.37,195.226014909,Not Applicable,0,Inscribed,2013,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,ITA,ITA
Polygon,478641,478641,1,The Dolomites,Les Dolomites,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii),0,0,0,1419.028,1417.49394936,Not Applicable,0,Inscribed,2009,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,IT-34,ITA,ITA
Polygon,555625770,555625770,1,Massaciuccoli lake and marsh,Massaciuccoli lake and marsh,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,IV,(i) (ii) (iii) (iv),0,0,0,111.35,111.444019599,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,"Regional park authority Migliarino San Rossore Massaciuccoli","processes with another Contracting Party?
Yes No
URL of site-related webpage (if relevant): http://www.parcosanrossore.org/pagina.php?id=124",State Verified,1856,Not Reported,ITA,ITA
Polygon,717,717,1,Parco nazionale dello Stelvio,Parco nazionale dello Stelvio,Parco Nazionale,National Park,National,II,Not Applicable,0,0,0,1307.34,1307.48560287,Not Applicable,0,Designated,1935,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,365005,365005,1,Plemmirio,Plemmirio,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,24.29,24.3308339108,24.29,24.3308338997,Not Reported,0,Adopted,2008,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITG1,ITA,ITA
Polygon,555624677,555624677,1,Trappola Marshland - Ombrone River Mouth,Trappola Marshland - Ombrone River Mouth,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv),1,0,0,5.36,5.36352635047,Not Reported,0,Designated,2016,Not Reported,Not Reported,Not Reported,Management plan not implemented and not available,State Verified,1856,Not Reported,ITA,ITA
Polygon,900008,900008,1,Isole Eolie (Aeolian Islands),Isole Eolie (Îles Eoliennes),World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),0,0,0.864096,12.16,74.5940603777,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,ITA,ITA
Polygon,718,718,1,Parco nazionale del Gran Paradiso,Parco nazionale del Gran Paradiso,Parco Nazionale,National Park,National,II,Not Applicable,0,0,0,710.44,711.004770521,Not Applicable,0,Designated,1922,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,719,719,1,"Parco nazionale Abruzzo, Lazio e Molise","Parco nazionale Abruzzo, Lazio e Molise",Parco Nazionale,National Park,National,II,Not Applicable,0,0,0,496.8,507.490118879,Not Applicable,0,Designated,1923,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,1291,1291,1,Riserva naturale Val Tovanella,Riserva naturale Val Tovanella,Riserva Naturale Statale,State Nature Reserve,National,Ia,Not Applicable,0,0,0,10.4,10.6383880284,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
